EquipmentID,Timestamp,Temperature,Vibration,Pressure,OperationalLoad,Temperature_7d_avg,Vibration_7d_avg,Pressure_7d_avg,OperationalLoad_7d_avg,TimeSinceLastMaintenance,OperationalEfficiency,FailureFlag,PredictedFailure,FailureProbability,RecordID,MaintenanceDate,MaintenanceType,Description
Equip_016,01-01-2023 21:00,57.22695472,8.721060637,747.2547306,169.2413478,57.00657667,5.348258546,718.8145329,237.5062195,1,2.56628417,1,0,0.520720824,Record_0022,11-01-2023 12:00,Diagnostic,Routine check-up
Equip_015,01-01-2023 22:00,21.09459318,2.889370167,606.4318048,347.6066928,59.60253716,4.938427955,716.6587912,225.367981,1,14.49329653,0,0,0.827696881,Record_0023,12-01-2023 00:00,Preventive,Routine check-up
Equip_015,01-01-2023 23:00,26.5278976,0.862491713,977.1482898,323.6317015,50.86292597,4.436275663,711.6667962,265.0266587,1,11.81552032,0,0,0.452179257,Record_0024,12-01-2023 12:00,Diagnostic,Routine check-up
Equip_019,02-01-2023 00:00,40.68732729,9.365656117,719.979836,98.66731911,48.38518969,5.382274311,749.3520493,214.6563373,2,1.971257503,0,0,0.095602671,Record_0025,13-01-2023 00:00,Diagnostic,Routine check-up
Equip_012,02-01-2023 01:00,22.22817927,3.781963495,905.5294764,345.2065608,44.81435502,5.492738904,806.4561642,255.2997269,2,13.27199793,0,0,0.785270744,Record_0026,13-01-2023 12:00,Preventive,Routine check-up
Equip_020,02-01-2023 02:00,70.51002608,5.764055515,729.4409792,465.7797094,41.35537858,5.396465169,762.2441503,303.6732874,2,6.106657723,0,0,0.602634329,Record_0027,14-01-2023 00:00,Diagnostic,Routine check-up
Equip_003,02-01-2023 03:00,54.11186854,7.920031261,761.6042424,122.4994573,42.19432402,5.69520788,773.5506329,260.9304845,2,1.974781648,1,0,0.840578524,Record_0028,14-01-2023 12:00,Corrective,Routine check-up
Equip_005,02-01-2023 04:00,63.85161622,3.243136639,361.3698299,318.6779094,43.56271418,4.966963573,742.668298,286.5782386,2,4.749669622,0,0,0.644258061,Record_0029,15-01-2023 00:00,Corrective,Routine check-up
Equip_019,02-01-2023 05:00,33.97177487,7.161645382,373.1308282,203.8394174,43.62878989,5.436931326,675.5754751,275.5780008,2,4.955566936,0,0,0.926375331,Record_0030,15-01-2023 12:00,Corrective,Routine check-up
Equip_007,02-01-2023 06:00,43.67456235,1.354188498,804.6861846,256.8252523,48.9209926,5.440581574,666.8132414,252.318547,2,5.703583764,0,0,0.815032283,Record_0031,16-01-2023 00:00,Emergency,Routine check-up
Equip_009,02-01-2023 07:00,73.10595799,2.912937472,367.0356603,179.1500806,53.06786665,4.661632584,629.3463464,268.5418956,2,2.356651981,0,0,0.537885741,Record_0032,16-01-2023 12:00,Diagnostic,Routine check-up
Equip_007,02-01-2023 08:00,97.22421789,1.447106361,606.4930637,209.3587864,63.33296883,4.254465867,570.0858941,244.198104,2,2.121779432,0,0,0.929536868,Record_0033,17-01-2023 00:00,Diagnostic,Routine check-up
Equip_018,02-01-2023 09:00,24.03334189,8.112305584,324.4170798,63.01032047,53.81569708,4.751165714,518.3296805,196.3046829,2,1.96015092,0,0,0.541205187,Record_0034,17-01-2023 12:00,Corrective,Routine check-up
Equip_004,02-01-2023 10:00,91.23074567,2.226492352,835.2850427,491.6982821,61.37471533,3.969440257,537.7428246,240.84639,2,5.261211357,0,0,0.752015271,Record_0035,18-01-2023 00:00,Emergency,Routine check-up
Equip_014,02-01-2023 11:00,66.1504961,7.174035554,199.4512161,331.1599649,62.1675212,4.469165285,503.4023222,245.4791998,2,4.51635977,0,0,0.168503779,Record_0036,18-01-2023 12:00,Preventive,Routine check-up
Equip_018,02-01-2023 12:00,65.11356534,9.432983972,846.5019758,275.3175157,67.20681177,4.862793246,578.383084,257.8969878,2,3.693229509,0,0,0.720827018,Record_0037,19-01-2023 00:00,Corrective,Routine check-up
Equip_009,02-01-2023 13:00,60.02228282,5.277722091,642.4568205,222.6719073,69.91042959,5.165574437,539.8395894,249.1378429,2,3.40998301,0,0,0.525119734,Record_0038,19-01-2023 12:00,Emergency,Routine check-up
Equip_002,02-01-2023 14:00,25.55152687,5.400291923,268.2185813,292.7185515,62.99572334,5.7398647,541.1528972,273.0173512,2,9.457232656,0,0,0.49366537,Record_0039,20-01-2023 00:00,Preventive,Routine check-up
Equip_020,02-01-2023 15:00,27.19014814,4.610335681,587.831847,221.0476994,50.95162356,5.965425903,510.8069331,263.3141664,2,6.951079759,0,0,0.391247201,Record_0040,20-01-2023 12:00,Emergency,Routine check-up
Equip_015,02-01-2023 16:00,68.07296045,3.258901434,354.2489532,211.9585674,59.20482267,5.187324231,519.5437484,299.9635136,2,2.97144308,0,0,0.991677241,Record_0041,21-01-2023 00:00,Preventive,Routine check-up
Equip_007,02-01-2023 17:00,47.27668571,4.756550309,391.1206013,258.7759438,49.34266173,5.75009533,475.4675606,258.7196877,2,4.973281763,0,0,0.841726352,Record_0042,21-01-2023 12:00,Diagnostic,Routine check-up
Equip_012,02-01-2023 18:00,93.38144533,6.028075323,416.3752374,174.1923652,54.63570294,5.519832701,498.9230415,238.1252184,2,1.752270447,0,1,0.215052067,Record_0043,22-01-2023 00:00,Diagnostic,Routine check-up
Equip_008,02-01-2023 19:00,52.52724299,9.859915722,156.9873223,131.022455,51.88728032,5.767507191,415.596724,218.4979492,2,2.10015102,0,0,0.465169525,Record_0044,22-01-2023 12:00,Emergency,Routine check-up
Equip_015,02-01-2023 20:00,31.4625167,9.377645593,987.365516,300.4726542,50.88406026,6.18140841,445.414416,218.363389,2,7.35728355,0,0,0.299940418,Record_0045,23-01-2023 00:00,Emergency,Routine check-up
Equip_003,02-01-2023 21:00,77.17750668,8.621529583,128.3811653,429.2444463,58.43885705,6.815760695,442.4469957,251.8132624,2,5.002905219,0,0,0.355182162,Record_0046,23-01-2023 12:00,Preventive,Routine check-up
Equip_014,02-01-2023 22:00,43.46827372,8.891305357,696.2471859,118.77268,58.07640961,7.087728307,432.8110834,240.9815673,2,2.268404026,0,0,0.223875814,Record_0047,24-01-2023 00:00,Emergency,Routine check-up
Equip_017,02-01-2023 23:00,62.03762459,4.678491833,434.104883,64.73045327,57.65942689,7.591278123,475.8604219,211.4283018,2,0.970237129,0,1,0.864791784,Record_0048,24-01-2023 12:00,Emergency,Routine check-up
Equip_004,03-01-2023 00:00,75.82662284,6.574443272,681.4092619,161.0652853,64.20425803,7.822418091,496.8619409,194.8888512,3,1.954650503,0,0,0.411591205,Record_0049,25-01-2023 00:00,Preventive,Routine check-up
Equip_018,03-01-2023 01:00,92.0211289,8.950667229,420.6234278,490.8742896,62.33867048,8.224276822,489.9673263,248.0076689,3,4.861499036,0,0,0.999397671,Record_0050,25-01-2023 12:00,Preventive,Routine check-up
Equip_008,03-01-2023 02:00,83.37529558,3.92950765,706.3755816,422.9411332,66.46950466,7.231138702,590.7813709,288.4214794,3,4.844419981,0,0,0.871011397,Record_0051,26-01-2023 00:00,Diagnostic,Routine check-up
Equip_004,03-01-2023 03:00,74.10888543,9.617624783,756.3119585,318.1397241,72.57536138,7.436870955,564.1230842,289.5578033,3,3.799749008,0,0,0.56652856,Record_0052,26-01-2023 12:00,Corrective,Routine check-up
Equip_002,03-01-2023 04:00,74.37065459,4.157860621,721.4973764,468.1620119,72.95739352,6.679018738,647.6617941,301.4049681,3,5.961681697,0,0,0.662426583,Record_0053,27-01-2023 00:00,Emergency,Routine check-up
Equip_006,03-01-2023 05:00,95.67397152,6.010826654,202.5657832,250.3756026,81.44876978,6.360284553,549.9301675,312.5338456,3,2.462271717,0,0,0.880261233,Record_0054,27-01-2023 12:00,Preventive,Routine check-up
Equip_010,03-01-2023 06:00,43.6659278,7.098047133,691.2039112,492.4762712,76.47255924,6.640744765,604.0213509,366.9724174,3,9.701294507,0,0,0.552511957,Record_0055,28-01-2023 00:00,Diagnostic,Routine check-up
Equip_004,03-01-2023 07:00,20.08896754,9.505920131,351.9887945,183.3359203,67.73417912,6.901612196,551.9552959,365.6817428,3,6.194851029,0,0,0.781498453,Record_0056,28-01-2023 12:00,Corrective,Routine check-up
Equip_018,03-01-2023 08:00,41.75636475,2.446162741,125.9212335,158.1375873,60.60291831,5.935244823,516.9848295,326.7218478,3,3.577568891,0,0,0.371383313,Record_0057,29-01-2023 00:00,Emergency,Routine check-up
Equip_012,03-01-2023 09:00,37.43131037,7.461309782,473.3476047,337.1216905,53.38087644,6.56043921,474.1682657,318.439158,3,7.509512463,0,0,0.200093756,Record_0058,29-01-2023 12:00,Diagnostic,Routine check-up
Equip_002,03-01-2023 10:00,72.94676681,5.208155861,490.1887925,220.1692856,55.35506532,6.157155947,435.4638828,294.8396927,3,2.817087882,0,0,0.256041343,Record_0059,30-01-2023 00:00,Corrective,Routine check-up
Equip_010,03-01-2023 11:00,70.69692798,2.685571406,520.45672,331.8644939,56.32507413,5.785607395,423.2615366,272.4411107,3,4.522392896,0,0,0.514739207,Record_0060,30-01-2023 12:00,Emergency,Routine check-up
Equip_004,03-01-2023 12:00,67.47691062,7.766068398,734.3417489,187.2479832,51.43276128,6.145339034,498.7715144,281.0893937,3,2.488577482,0,0,0.756166697,Record_0061,31-01-2023 00:00,Diagnostic,Routine check-up
Equip_014,03-01-2023 13:00,21.29947546,5.522222802,377.9594282,328.0632156,49.35710432,5.829725674,450.6758991,245.4589738,3,12.23126188,0,0,0.440770925,Record_0062,31-01-2023 12:00,Emergency,Routine check-up
Equip_016,03-01-2023 14:00,78.30224436,6.609738206,383.7524618,174.0858173,57.33953825,5.568766285,451.9055081,247.4195706,3,2.05019141,0,0,0.908767181,Record_0063,01-02-2023 00:00,Corrective,Routine check-up
Equip_015,03-01-2023 15:00,45.882433,3.229010686,154.4970306,72.93743097,56.25829763,5.445221817,454.9266327,227.7485493,3,1.485141252,0,0,0.573392417,Record_0064,01-02-2023 12:00,Preventive,Routine check-up
Equip_008,03-01-2023 16:00,73.20447912,4.812739518,718.1390944,460.4611559,61.34751714,4.941892593,465.0094586,251.1793207,3,5.902045265,0,0,0.431501666,Record_0065,02-02-2023 00:00,Diagnostic,Routine check-up
Equip_014,03-01-2023 17:00,64.52627428,6.17354251,611.0434823,447.4423408,60.71182104,5.369252143,510.0085854,284.4901,3,6.328762381,0,0,0.861898041,Record_0066,02-02-2023 12:00,Corrective,Routine check-up
Equip_008,03-01-2023 18:00,47.41847403,4.049108143,414.4826014,486.8591672,55.31664108,5.533958355,490.4121574,316.2116209,3,9.459530574,0,0,0.336024083,Record_0067,03-02-2023 00:00,Emergency,Routine check-up
Equip_016,03-01-2023 19:00,30.76610137,1.983725398,734.670081,372.4372293,52.05923434,4.636740505,477.0313387,341.9214863,3,11.37218929,0,0,0.426532017,Record_0068,03-02-2023 12:00,Corrective,Routine check-up
Equip_013,03-01-2023 20:00,27.55351181,9.616404923,583.6219743,357.22453,52.37822722,5.141166409,527.119306,332.5582796,3,9.610581926,0,0,0.365992341,Record_0069,04-02-2023 00:00,Corrective,Routine check-up
Equip_018,03-01-2023 21:00,86.52146665,5.1146754,522.3204513,301.5513815,54.26706746,4.87233557,547.4085565,358.1088496,3,3.29074724,0,0,0.071065581,Record_0070,04-02-2023 12:00,Preventive,Routine check-up
Equip_015,03-01-2023 22:00,93.47180337,7.339203703,560.1920893,106.6740874,60.75542711,5.57711036,609.3547373,366.4320835,3,1.058159128,0,0,0.848827423,Record_0071,05-02-2023 00:00,Diagnostic,Routine check-up
Equip_013,03-01-2023 23:00,71.98304374,4.110471936,672.7133127,135.1558899,59.56167991,5.550356566,582.3120345,311.1719579,3,1.776181436,0,0,0.856077423,Record_0072,05-02-2023 12:00,Corrective,Routine check-up
Equip_009,04-01-2023 00:00,28.27472919,3.55131764,694.0023441,180.2613599,55.57235224,5.140827021,599.4789779,275.0548947,4,5.663956974,0,0,0.322498689,Record_0073,06-02-2023 00:00,Preventive,Routine check-up
Equip_015,04-01-2023 01:00,52.16217735,4.071642985,360.0620372,450.5703632,55.28303362,5.087487916,605.8927829,281.6797459,4,8.012444477,1,0,0.278797286,Record_0074,06-02-2023 12:00,Preventive,Routine check-up
Equip_013,04-01-2023 02:00,78.31513601,4.091966438,226.6690271,127.8362861,61.39018001,5.429546781,509.7550897,242.233771,4,1.551277527,0,0,0.815153003,Record_0075,07-02-2023 00:00,Preventive,Routine check-up
Equip_001,04-01-2023 03:00,82.38567072,5.441801159,240.9707631,465.2929285,71.14514439,4.660479009,479.9985662,251.2210722,4,5.297806239,0,0,0.842897408,Record_0076,07-02-2023 12:00,Emergency,Routine check-up
Equip_007,04-01-2023 04:00,29.45748978,5.4346987,675.4517973,285.2535799,61.51825268,4.941350693,509.6874315,250.8308476,4,8.17528485,0,0,0.465540049,Record_0077,08-02-2023 00:00,Preventive,Routine check-up
Equip_009,04-01-2023 05:00,20.00245751,4.971538159,885.5859572,372.006336,53.35334259,4.618479134,542.571032,290.5694676,4,14.8957476,0,0,0.989993748,Record_0078,08-02-2023 12:00,Preventive,Routine check-up
Equip_001,04-01-2023 06:00,76.97096367,1.347857849,468.5466505,99.61001901,51.3071333,3.934698603,526.6750986,282.95265,4,1.271852884,0,0,0.808377681,Record_0079,09-02-2023 00:00,Preventive,Routine check-up
Equip_012,04-01-2023 07:00,48.52769408,4.960754785,252.5681443,171.0650969,55.80366031,4.239673547,444.8974082,279.8944877,4,3.198168961,0,0,0.18222957,Record_0080,09-02-2023 12:00,Preventive,Routine check-up
Equip_008,04-01-2023 08:00,40.35850653,1.691039004,780.9422485,481.3333737,54.00304057,3.828226186,490.512791,283.2437971,4,11.44681512,0,0,0.205733522,Record_0081,10-02-2023 00:00,Diagnostic,Routine check-up
Equip_011,04-01-2023 09:00,21.03179758,1.261357863,849.240527,169.7674761,44.32447861,3.786299641,580.3532763,285.4266056,4,7.615228653,0,0,0.196580769,Record_0082,10-02-2023 12:00,Diagnostic,Routine check-up
Equip_019,04-01-2023 10:00,63.22395254,9.326457173,892.5241988,183.4347742,42.55567045,4.179294781,695.6634826,261.2539448,4,2.52837682,0,0,0.146268011,Record_0083,11-02-2023 00:00,Preventive,Routine check-up
Equip_017,04-01-2023 11:00,88.09205883,6.049500131,646.148286,138.9188232,51.87464519,4.216081661,662.2586381,222.7048111,4,1.47563759,0,0,0.329477321,Record_0084,11-02-2023 12:00,Corrective,Routine check-up
Equip_008,04-01-2023 12:00,96.6105317,6.594900581,874.6557034,108.0831494,61.39060952,4.446895749,687.1363394,195.1936925,4,1.047262213,0,0,0.706946856,Record_0085,12-02-2023 00:00,Emergency,Routine check-up
Equip_003,04-01-2023 13:00,65.25959605,4.017936703,113.8734626,154.9659387,58.89877082,5.029044745,616.0440955,210.2732821,4,2.236885935,1,0,0.320440495,Record_0086,12-02-2023 12:00,Corrective,Routine check-up
Equip_003,04-01-2023 14:00,61.15690622,9.089808919,196.5122216,339.0471014,62.70858421,5.496942309,641.3599788,222.5772947,4,4.826518944,0,0,0.786245986,Record_0087,13-02-2023 00:00,Corrective,Routine check-up
Equip_001,04-01-2023 15:00,26.80451084,6.379304896,183.3184603,254.9154801,59.20782386,5.970216147,523.1355096,187.781676,4,7.681921878,0,0,0.801785066,Record_0088,13-02-2023 12:00,Preventive,Routine check-up
Equip_005,04-01-2023 16:00,63.90982412,7.691698695,741.3442158,299.1901264,67.16266853,7.000635974,523.2952096,220.3326586,4,4.178544179,0,0,0.92088424,Record_0089,14-02-2023 00:00,Corrective,Routine check-up
Equip_010,04-01-2023 17:00,50.39832632,3.68562469,162.6236052,105.0641729,65.96240468,6.325217967,423.7029674,206.0611855,4,1.942612753,0,0,0.47059909,Record_0090,14-02-2023 12:00,Diagnostic,Routine check-up
Equip_007,04-01-2023 18:00,68.57082247,9.600118808,546.7279352,410.9524012,60.30920973,6.692110497,415.5020766,241.9888393,4,5.257099307,0,0,0.35979678,Record_0091,15-02-2023 00:00,Diagnostic,Routine check-up
Equip_009,04-01-2023 19:00,51.09810783,8.204612902,525.4362088,402.8426153,55.06444982,6.876542744,351.2042787,283.2366022,4,6.792987072,0,0,0.66159598,Record_0092,15-02-2023 12:00,Emergency,Routine check-up
Equip_007,04-01-2023 20:00,39.22392988,8.53948463,379.6331712,59.71546001,51.3743216,7.795151222,408.1513529,264.5921449,4,1.250234319,0,0,0.88030627,Record_0093,16-02-2023 00:00,Diagnostic,Routine check-up
Equip_009,04-01-2023 21:00,27.59722202,1.721942674,883.3646529,222.5817925,47.3305356,6.720367325,488.1310334,253.5781072,4,7.591682603,0,0,0.059137517,Record_0094,16-02-2023 12:00,Diagnostic,Routine check-up
Equip_008,04-01-2023 22:00,45.19347557,2.709632079,253.3898817,80.94677089,48.7650186,6.198497645,489.0137792,230.3995569,4,1.689802079,0,0,0.706819246,Record_0095,17-02-2023 00:00,Preventive,Routine check-up
Equip_012,04-01-2023 23:00,27.73158674,2.856265997,417.216506,406.4476007,43.93334388,5.183766409,456.3488317,231.8561643,4,13.28787621,0,0,0.192769478,Record_0096,17-02-2023 12:00,Diagnostic,Routine check-up
Equip_002,05-01-2023 00:00,34.15175607,2.709092232,796.75435,381.7713574,39.98609363,5.085294863,549.5377526,273.1049434,5,10.35709635,0,0,0.404126159,Record_0097,18-02-2023 00:00,Corrective,Routine check-up
Equip_001,05-01-2023 01:00,98.98689269,8.554081621,127.380083,455.8946424,44.77298519,5.01898566,483.6063391,283.4736712,5,4.239264572,1,0,0.303147055,Record_0098,18-02-2023 12:00,Corrective,Routine check-up
Equip_016,05-01-2023 02:00,55.52828455,0.318847952,705.6553602,156.3817815,47.19561233,4.04847273,518.3835716,248.4253406,5,2.800175667,0,0,0.898375346,Record_0099,19-02-2023 00:00,Diagnostic,Routine check-up
Equip_005,05-01-2023 03:00,62.54974132,0.76099989,834.7579537,255.3331474,49.11200591,2.899139937,570.9013436,287.9184748,5,4.03301466,0,0,0.387067129,Record_0100,19-02-2023 12:00,Emergency,Routine check-up
Equip_003,05-01-2023 04:00,89.8894823,2.739148706,939.041055,133.0195447,57.72562459,3.089591026,562.2013572,270.8036573,5,1.43605215,0,0,0.067732249,Record_0101,20-02-2023 00:00,Emergency,Routine check-up
Equip_012,05-01-2023 05:00,99.64551204,1.998729746,888.6669764,217.0557205,66.22383046,3.016471909,663.3633124,284.0277746,5,2.135445321,0,0,0.042460247,Record_0102,20-02-2023 12:00,Emergency,Routine check-up
Equip_008,05-01-2023 06:00,66.61715595,2.318596139,387.4457052,285.0094632,71.13540348,2.88366335,686.3649965,275.3934227,5,4.134421611,0,0,0.702412607,Record_0103,21-02-2023 00:00,Diagnostic,Routine check-up
Equip_003,05-01-2023 07:00,84.99790568,7.979431893,627.7277272,73.99885543,77.98348611,3.428970282,654.9110531,221.7057767,5,0.795880559,0,0,0.096097151,Record_0104,21-02-2023 12:00,Emergency,Routine check-up
Equip_001,05-01-2023 08:00,46.15528195,5.631265939,169.5641438,371.6916848,71.3330564,3.020895454,637.9897703,223.0280084,5,7.177379068,0,0,0.826911272,Record_0105,22-02-2023 00:00,Diagnostic,Routine check-up
Equip_003,05-01-2023 09:00,44.4595166,0.057706613,332.0830032,294.4820122,69.2738046,3.010406348,579.7070575,238.5738859,5,6.615013043,0,0,0.036359781,Record_0106,22-02-2023 12:00,Corrective,Routine check-up
Equip_005,05-01-2023 10:00,52.21629768,4.293227657,184.8001409,423.0315577,70.33774757,3.495245389,498.2216976,263.0662061,5,7.486022139,0,0,0.144863828,Record_0107,23-02-2023 00:00,Emergency,Routine check-up
Equip_015,05-01-2023 11:00,73.80058101,4.078849269,383.6685611,172.3012255,65.092378,3.665040616,438.3029711,257.729525,5,2.212409938,0,0,0.160357274,Record_0108,23-02-2023 12:00,Emergency,Routine check-up
Equip_014,05-01-2023 12:00,74.57533514,1.139452694,887.6684921,456.4944974,64.25006923,3.743641596,408.9474299,289.6162902,5,6.029132623,0,0,0.344150782,Record_0109,24-02-2023 00:00,Emergency,Routine check-up
Equip_003,05-01-2023 13:00,45.21915477,6.761417886,412.4501557,499.4124139,59.73462437,4.090932413,430.0144726,325.1353876,5,9.607674335,0,0,0.178222308,Record_0110,24-02-2023 12:00,Corrective,Routine check-up
Equip_001,05-01-2023 14:00,30.65679393,7.020971884,605.7082927,463.6842973,53.14170825,4.23177063,416.134694,379.6986705,5,12.30657623,0,0,0.666085794,Record_0111,25-02-2023 00:00,Diagnostic,Routine check-up
Equip_005,05-01-2023 15:00,70.59170052,7.208932191,490.0427633,400.0516141,54.1420977,4.495219536,479.967545,392.4620168,5,5.142009778,0,0,0.929368969,Record_0112,25-02-2023 12:00,Corrective,Routine check-up
Equip_014,05-01-2023 16:00,30.26606898,7.284709456,513.0248719,415.5659613,55.58652055,5.224640622,476.7825952,397.8488434,5,11.06677354,0,0,0.823030353,Record_0113,26-02-2023 00:00,Corrective,Routine check-up
Equip_007,05-01-2023 17:00,66.27940066,0.000528269,972.6148467,308.1849091,56.98222208,4.609719078,600.3981056,388.5057426,5,4.649747128,0,0,0.549408196,Record_0114,26-02-2023 12:00,Preventive,Routine check-up
Equip_009,05-01-2023 18:00,75.47377024,9.539208038,366.5390214,135.5692383,54.71231861,5.479217009,614.034078,385.2728562,5,1.594688729,0,0,0.409518196,Record_0115,27-02-2023 00:00,Emergency,Routine check-up
Equip_015,05-01-2023 19:00,76.04891971,8.142087671,664.5920226,354.6683083,55.23739589,6.44873064,576.8660168,365.8657015,5,4.212662603,0,0,0.566005959,Record_0116,27-02-2023 12:00,Diagnostic,Routine check-up
Equip_015,05-01-2023 20:00,80.27776885,9.039816966,478.0564026,370.7388509,61.94661677,6.923346966,595.5229424,343.7926005,5,4.150793458,0,0,0.973742552,Record_0117,28-02-2023 00:00,Diagnostic,Routine check-up
Equip_010,05-01-2023 21:00,89.82875373,0.156432953,155.0315629,493.4233131,71.51001937,5.980425695,506.2929647,361.942221,5,5.483383781,0,0,0.32019075,Record_0118,28-02-2023 12:00,Preventive,Routine check-up
Equip_013,05-01-2023 22:00,59.99671936,9.338587958,540.3977485,293.5855923,68.09352978,6.268138414,528.418518,331.5962543,5,4.234287028,0,0,0.252966621,Record_0119,01-03-2023 00:00,Preventive,Routine check-up
Equip_019,05-01-2023 23:00,78.41993516,8.097885287,832.0089961,172.1160568,75.13185514,6.27358854,560.5794489,300.116983,5,1.989371159,0,0,0.509811265,Record_0120,01-03-2023 12:00,Corrective,Routine check-up
Equip_007,06-01-2023 00:00,69.53381883,8.37219143,188.8776718,357.6526348,74.60544189,7.525960606,466.3550093,316.2390611,6,4.590822115,0,0,0.959804121,Record_0121,02-03-2023 00:00,Preventive,Routine check-up
Equip_017,06-01-2023 01:00,34.93119518,0.932873847,162.6326627,490.7191188,69.39448791,6.353121491,416.9104249,363.9496413,6,13.68275079,0,0,0.809689702,Record_0122,02-03-2023 12:00,Diagnostic,Routine check-up
